bigcommerce_product_id,shopify_product_id,shopify_variant_id,sku,handle,title
266,10201321537850,53038692892986,FGD-WSG-LCDR14,sensaphone-wsg30-wireless-temperature-display,"Sensaphone WSG30 Wireless Temperature Display"
266,10201321537850,53038692925754,FGD-WSG-LCDGBV,sensaphone-wsg30-wireless-temperature-display,"Sensaphone WSG30 Wireless Temperature Display"
266,10201321537850,53038692958522,FGD-WSG-LCDGBVN,sensaphone-wsg30-wireless-temperature-display,"Sensaphone WSG30 Wireless Temperature Display"
266,10201321537850,53038692991290,FGD-WSG-LCDGLY,sensaphone-wsg30-wireless-temperature-display,"Sensaphone WSG30 Wireless Temperature Display"
266,10201321537850,53038693024058,FGD-WSG-LCDGLYN,sensaphone-wsg30-wireless-temperature-display,"Sensaphone WSG30 Wireless Temperature Display"
148,10201315115322,53038660911418,FGD-0067,surge-suppressor-for-power-and-phone,"Surge Suppressor for Power & Phone"
142,10201314623802,53038658978106,FGD-0055,telephone-adapter-uk,"Telephone Adapter UK"
172,10201316458810,53038667432250,FGD-0111-M,temperature-humidity-and-co2-combination-sensor,"Temperature, Humidity and CO2 Combination Sensor"
172,10201316458810,53038667465018,FGD-0111,temperature-humidity-and-co2-combination-sensor,"Temperature, Humidity and CO2 Combination Sensor"
199,10201318064442,53038674477370,FGD-0322,toroidal-conductivity-1000ms,"Toroidal Conductivity 1000MS"
198,10201318031674,53038674379066,FGD-0321,toroidal-conductivity-100ms,"Toroidal Conductivity 100MS"
197,10201317966138,53038674149690,FGD-0320,toroidal-conductivity-10ms,"Toroidal Conductivity 10MS"
180,10201316819258,53038669070650,FGD-0221,usb-to-rs-232-serial-converter-accessory,"USB to RS-232 Serial Converter Accessory"
201,10201318326586,53038675493178,FGD-VFC-GBV,vfc-refrigerator-temperature-sensor-with-display,"VFC Refrigerator Temperature Sensor with Display"
201,10201318326586,53038675525946,FGD-VFC-GLY,vfc-refrigerator-temperature-sensor-with-display,"VFC Refrigerator Temperature Sensor with Display"
251,10201320948026,53038689583418,IMS-4831E,water-rope-extension-for-zone-water-detection-sensors,"Water Rope Extension for Zone Water Detection Sensors"
146,10201314984250,53038660419898,FGD-0063,water-rope-extension-for-zone-water-detectors,"Water Rope Extension for Zone Water Detectors"
219,10201319244090,53038679523642,FGD-WSG30-4-20,wsg-wireless-4-20ma-interface,"WSG Wireless 4-20mA Interface"
217,10201319047482,53038678769978,"FGD-WSG30-DRY, FGD-WSG30-SENCD",wsg-wireless-dry-contact-interface,"WSG Wireless Dry Contact Interface"
217,10201319047482,53038678802746,FGD-WSG30-DRY,wsg-wireless-dry-contact-interface,"WSG Wireless Dry Contact Interface"
216,10201318981946,53038678540602,FGD-WSG30-HUM,wsg-wireless-humidity-sensor,"WSG Wireless Humidity Sensor"
218,10201319145786,53038679163194,"FGD-WSG30-PWR, FGD-WSG30-PWR",wsg-wireless-power-failure-sensor,"WSG Wireless Power Failure Sensor"
218,10201319145786,53038679195962,FGD-WSG30-PWR,wsg-wireless-power-failure-sensor,"WSG Wireless Power Failure Sensor"
204,10201318424890,53038675919162,"FGD-WSG30-TMP, FGD-WSG30-SENCD",wsg-wireless-room-temperature-sensor,"WSG Wireless Room Temperature Sensor"
204,10201318424890,53038675951930,FGD-WSG30-TMP,wsg-wireless-room-temperature-sensor,"WSG Wireless Room Temperature Sensor"
203,10201318359354,53038675624250,FGD-WSG30-SENCD,wsg-wireless-sensor-enclosure-kit,"WSG Wireless Sensor Enclosure Kit"
209,10201318785338,53038677655866,FGDWSG30GBVNIST,wsg-wireless-temperature-sensor-in-buffered-bottle,"WSG Wireless Temperature Sensor in Buffered Bottle"
209,10201318785338,53038677688634,FGDWSG30GLYNIST,wsg-wireless-temperature-sensor-in-buffered-bottle,"WSG Wireless Temperature Sensor in Buffered Bottle"
209,10201318785338,53038677721402,FGDWSG30GBV,wsg-wireless-temperature-sensor-in-buffered-bottle,"WSG Wireless Temperature Sensor in Buffered Bottle"
209,10201318785338,53038677754170,FGDWSG30GLY,wsg-wireless-temperature-sensor-in-buffered-bottle,"WSG Wireless Temperature Sensor in Buffered Bottle"
205,10201318719802,53038677164346,FGDWSG30TX85NST,wsg-wireless-temperature-sensor-w-external-probe,"WSG Wireless Temperature Sensor w/ External Probe"
205,10201318719802,53038677197114,FGDWSG30TEXNIST,wsg-wireless-temperature-sensor-w-external-probe,"WSG Wireless Temperature Sensor w/ External Probe"
205,10201318719802,53038677229882,FGD-WSG30-TEX85,wsg-wireless-temperature-sensor-w-external-probe,"WSG Wireless Temperature Sensor w/ External Probe"
205,10201318719802,53038677262650,FGD-WSG30-TEX,wsg-wireless-temperature-sensor-w-external-probe,"WSG Wireless Temperature Sensor w/ External Probe"
213,10201318916410,53038678212922,FGD-WSG30-RTD14,wsg-wireless-temperature-sensor-with-rtd-probe,"WSG Wireless Temperature Sensor with RTD Probe"
213,10201318916410,53038678245690,FGD-WSG30-RTD1,wsg-wireless-temperature-sensor-with-rtd-probe,"WSG Wireless Temperature Sensor with RTD Probe"
220,10201319375162,53038680146234,FGD-WSG30-SPOT,wsg-wireless-water-detection-sensors,"WSG Wireless Water Detection Sensors"
220,10201319375162,53038680179002,FGD-WSG30-ZONE,wsg-wireless-water-detection-sensors,"WSG Wireless Water Detection Sensors"
128,10201313575226,53038653276474,QN-SMPL,sample-b2b-ninja-product,"[Sample] B2B Ninja Product"
